person;step;question;difficulty;discrimination;fraction;Sim;Sim/A;Sim/A/A01;Sim/A/A02;Sim/A/A03;Sim/A/A04;Sim/A/A05;Sim/A/A06;Sim/A/A07;Sim/B;Sim/B/B01;Sim/B/B02;Sim/B/B03;Sim/B/B04;Sim/C;Sim/C/C01;Sim/C/C02;Sim/C/C03;Sim/C/C04;Sim/C/C05;Sim/C/C06;Sim/C/C07;Sim/C/C08;Sim/C/C09;Sim/C/C10
P000177;40;C03-03;"0,05";"2,67";"0";"-0,52 (SE 0,09 bei 40 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,49 (SE 0,15 bei 11 Fragen mit R/W-Rate 0,45)";"";"";"-0,94 (SE 0,5 bei 3 Fragen mit R/W-Rate 0,33)";"";"";"";"";"";"";""
P000177;41;A06-06;"-0,76";"3,96";"1";"-0,51 (SE 0,09 bei 41 Fragen mit R/W-Rate 0,51)";"-0,47 (SE 0,13 bei 18 Fragen mit R/W-Rate 0,61)";"";"";"";"";"";"-0,41 (SE 0,3 bei 4 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000177;42;C03-00;"0,27";"3,05";"1";"-0,49 (SE 0,09 bei 42 Fragen mit R/W-Rate 0,52)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,43 (SE 0,15 bei 12 Fragen mit R/W-Rate 0,5)";"";"";"-0,49 (SE 0,36 bei 4 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";""
P000177;43;C03-01;"0,36";"3,33";"0";"-0,49 (SE 0,09 bei 43 Fragen mit R/W-Rate 0,51)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,43 (SE 0,15 bei 13 Fragen mit R/W-Rate 0,46)";"";"";"-0,51 (SE 0,34 bei 5 Fragen mit R/W-Rate 0,4)";"";"";"";"";"";"";""
P000177;44;C03-04;"0,12";"0,99";"1";"-0,49 (SE 0,09 bei 44 Fragen mit R/W-Rate 0,52)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,42 (SE 0,15 bei 14 Fragen mit R/W-Rate 0,5)";"";"";"-0,43 (SE 0,34 bei 6 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";""
P000177;45;C03-17;"0,43";"4,26";"0";"-0,49 (SE 0,09 bei 45 Fragen mit R/W-Rate 0,51)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,42 (SE 0,15 bei 15 Fragen mit R/W-Rate 0,47)";"";"";"-0,45 (SE 0,33 bei 7 Fragen mit R/W-Rate 0,43)";"";"";"";"";"";"";""
P000177;46;B02-17;"-0,03";"3,20";"0";"-0,49 (SE 0,09 bei 46 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"-0,67 (SE 0,21 bei 13 Fragen mit R/W-Rate 0,38)";"";"-0,73 (SE 0,42 bei 3 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000177;47;A06-14;"-0,78";"2,01";"1";"-0,49 (SE 0,09 bei 47 Fragen mit R/W-Rate 0,51)";"-0,46 (SE 0,13 bei 19 Fragen mit R/W-Rate 0,63)";"";"";"";"";"";"-0,18 (SE 0,42 bei 5 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000177;48;B02-10;"-0,09";"1,27";"0";"-0,49 (SE 0,09 bei 48 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"-0,68 (SE 0,22 bei 14 Fragen mit R/W-Rate 0,36)";"";"-0,82 (SE 0,48 bei 4 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000177;49;B02-18;"0,04";"4,54";"0";"-0,49 (SE 0,09 bei 49 Fragen mit R/W-Rate 0,49)";"";"";"";"";"";"";"";"";"-0,69 (SE 0,21 bei 15 Fragen mit R/W-Rate 0,33)";"";"-0,77 (SE 0,42 bei 5 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000177;50;A06-10;"-0,85";"3,67";"1";"-0,49 (SE 0,08 bei 50 Fragen mit R/W-Rate 0,5)";"-0,45 (SE 0,13 bei 20 Fragen mit R/W-Rate 0,65)";"";"";"";"";"";"-0,34 (SE 0,3 bei 6 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000177;51;A02-13;"1,14";"4,83";"0";"-0,49 (SE 0,08 bei 51 Fragen mit R/W-Rate 0,49)";"-0,45 (SE 0,13 bei 21 Fragen mit R/W-Rate 0,62)";"";"0,19 (SE 0,37 bei 5 Fragen mit R/W-Rate 0,6)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000177;52;C03-16;"0,51";"3,44";"1";"-0,46 (SE 0,08 bei 52 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,35 (SE 0,15 bei 16 Fragen mit R/W-Rate 0,5)";"";"";"-0,11 (SE 0,31 bei 8 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";""
P000177;53;C03-09;"0,45";"4,72";"0";"-0,46 (SE 0,08 bei 53 Fragen mit R/W-Rate 0,49)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,35 (SE 0,15 bei 17 Fragen mit R/W-Rate 0,47)";"";"";"-0,13 (SE 0,3 bei 9 Fragen mit R/W-Rate 0,44)";"";"";"";"";"";"";""
P000177;54;A02-05;"-0,74";"2,95";"0";"-0,48 (SE 0,08 bei 54 Fragen mit R/W-Rate 0,48)";"-0,48 (SE 0,13 bei 22 Fragen mit R/W-Rate 0,59)";"";"-0,14 (SE 0,32 bei 6 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000177;55;A02-11;"-0,96";"2,85";"1";"-0,47 (SE 0,08 bei 55 Fragen mit R/W-Rate 0,49)";"-0,47 (SE 0,13 bei 23 Fragen mit R/W-Rate 0,61)";"";"-0,11 (SE 0,31 bei 7 Fragen mit R/W-Rate 0,57)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000177;56;A02-15;"-0,99";"3,16";"1";"-0,47 (SE 0,08 bei 56 Fragen mit R/W-Rate 0,5)";"-0,46 (SE 0,12 bei 24 Fragen mit R/W-Rate 0,63)";"";"-0,1 (SE 0,31 bei 8 Fragen mit R/W-Rate 0,63)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000177;57;B02-04;"0,14";"4,46";"0";"-0,47 (SE 0,08 bei 57 Fragen mit R/W-Rate 0,49)";"";"";"";"";"";"";"";"";"-0,7 (SE 0,21 bei 16 Fragen mit R/W-Rate 0,31)";"";"-0,77 (SE 0,41 bei 6 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000177;58;C03-10;"0,59";"3,09";"0";"-0,47 (SE 0,08 bei 58 Fragen mit R/W-Rate 0,48)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,36 (SE 0,14 bei 18 Fragen mit R/W-Rate 0,44)";"";"";"-0,16 (SE 0,29 bei 10 Fragen mit R/W-Rate 0,4)";"";"";"";"";"";"";""
P000177;drop;Sim/C/C03;N_scale:;10; >=10
P000177;59;A06-07;"-0,70";"0,38";"0";"-0,47 (SE 0,08 bei 59 Fragen mit R/W-Rate 0,47)";"-0,47 (SE 0,12 bei 25 Fragen mit R/W-Rate 0,6)";"";"";"";"";"";"0,86 (SE 1,45 bei 7 Fragen mit R/W-Rate 0,86)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000177;deact;Sim/A/A06;TP+TI:;0,89265821782797; <4
P000177;60;A02-00;"-0,99";"3,39";"1";"-0,47 (SE 0,08 bei 60 Fragen mit R/W-Rate 0,48)";"-0,46 (SE 0,12 bei 26 Fragen mit R/W-Rate 0,62)";"";"-0,08 (SE 0,31 bei 9 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000177;61;B02-11;"0,21";"3,86";"0";"-0,47 (SE 0,08 bei 61 Fragen mit R/W-Rate 0,48)";"";"";"";"";"";"";"";"";"-0,7 (SE 0,21 bei 17 Fragen mit R/W-Rate 0,29)";"";"-0,78 (SE 0,4 bei 7 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000177;62;B02-14;"0,23";"4,80";"0";"-0,47 (SE 0,08 bei 62 Fragen mit R/W-Rate 0,47)";"";"";"";"";"";"";"";"";"-0,7 (SE 0,21 bei 18 Fragen mit R/W-Rate 0,28)";"";"-0,78 (SE 0,4 bei 8 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000177;63;A02-07;"-1,12";"4,93";"1";"-0,47 (SE 0,08 bei 63 Fragen mit R/W-Rate 0,48)";"-0,46 (SE 0,12 bei 27 Fragen mit R/W-Rate 0,63)";"";"-0,08 (SE 0,3 bei 10 Fragen mit R/W-Rate 0,7)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000177;drop;Sim/A/A02;N_scale:;10; >=10
P000177;64;B02-16;"0,26";"3,85";"0";"-0,47 (SE 0,08 bei 64 Fragen mit R/W-Rate 0,47)";"";"";"";"";"";"";"";"";"-0,71 (SE 0,21 bei 19 Fragen mit R/W-Rate 0,26)";"";"-0,79 (SE 0,4 bei 9 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000177;65;B02-15;"0,44";"4,01";"0";"-0,47 (SE 0,08 bei 65 Fragen mit R/W-Rate 0,46)";"";"";"";"";"";"";"";"";"-0,71 (SE 0,21 bei 20 Fragen mit R/W-Rate 0,25)";"";"-0,79 (SE 0,39 bei 10 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000177;drop;Sim/B/B02;N_scale:;10; >=10
P000177;end;keine Skala übrig
P000177;RESULT;;;;pp;-0,47;-0,46;"";-0,08;"";-1,17;"";0,86;-0,37;-0,71;-0,55;-0,79;"";"";-0,36;-0,37;-0,46;-0,16;"";"";"";"";"";"";""
;;;;;se;0,08;0,12;"";0,3;"";0,23;"";1,45;0,23;0,21;0,25;0,39;"";"";0,14;0,23;0,24;0,29;"";"";"";"";"";"";""
;;;;;frac;0,46;0,63;"";0,7;"";0,33;"";0,86;0,5;0,25;0,5;0;"";"";0,44;0,5;0,5;0,4;"";"";"";"";"";"";""
;;;;;N;65;27;"";10;"";6;"";7;4;20;10;10;"";"";18;4;4;10;"";"";"";"";"";"";""

P000178
P000178;1;B01-18;"0,05";"5,95";"1";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;enact;Sim/B;TP+TI:;41,110175452158; >=4
P000178;enact;Sim/B/B01;TP+TI:;14,256090342932; >=4
P000178;2;B03-10;"0,68";"5,75";"1";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"1,31 (SE 1,1 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000178;enact;Sim/B/B03;TP+TI:;31,968214676712; >=4
P000178;3;B03-06;"1,34";"5,94";"0";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"1,01 (SE 0,36 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"1,01 (SE 0,36 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";""
P000178;4;B03-04;"0,97";"5,47";"0";"0,81 (SE 0,26 bei 4 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"0,81 (SE 0,26 bei 4 Fragen mit R/W-Rate 0,5)";"";"";"0,81 (SE 0,26 bei 3 Fragen mit R/W-Rate 0,33)";"";"";"";"";"";"";"";"";"";"";"";""
P000178;5;B03-09;"0,75";"3,90";"1";"0,9 (SE 0,23 bei 5 Fragen mit R/W-Rate 0,6)";"";"";"";"";"";"";"";"";"0,9 (SE 0,23 bei 5 Fragen mit R/W-Rate 0,6)";"";"";"0,9 (SE 0,23 bei 4 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";""
P000178;drop;Sim;se_scale:;0,23044069244581; <=0,25;delta (pp):0,090175047432964; <=0,1
P000178;inhere;Sim/A;pp:;0,6735623301621;from:;Sim:;0,90400302260791
P000178;inhere;Sim/C;pp:;0,6735623301621;from:;Sim:;0,90400302260791
P000178;drop;Sim/B;se_scale:;0,23044069244581; <=0,25;delta (pp):0,090175047432963; <=0,1
P000178;inhere;Sim/B/B02;pp:;0,6735623301621;from:;Sim/B:;0,90400302260791
P000178;inhere;Sim/B/B04;pp:;0,6735623301621;from:;Sim/B:;0,90400302260791
P000178;drop;Sim/B/B03;se_scale:;0,23173963576512; <=0,25;delta (pp):0,092419985851708; <=0,1
P000178;enact;Sim/A;TP+TI:;12,303902482165; >=4
P000178;enact;Sim/B/B02;TP+TI:;21,340608221307; >=4
P000178;enact;Sim/C;TP+TI:;40,391811722789; >=4
P000178;6;B01-04;"1,05";"5,22";"1";"1,05 (SE 0,2 bei 6 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"1,05 (SE 0,2 bei 6 Fragen mit R/W-Rate 0,67)";"1,13 (SE 0,39 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;7;B01-11;"0,99";"4,49";"0";"0,96 (SE 0,18 bei 7 Fragen mit R/W-Rate 0,57)";"";"";"";"";"";"";"";"";"0,96 (SE 0,18 bei 7 Fragen mit R/W-Rate 0,57)";"1,1 (SE 0,29 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;8;B01-01;"1,74";"3,07";"0";"0,95 (SE 0,18 bei 8 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"0,95 (SE 0,18 bei 8 Fragen mit R/W-Rate 0,5)";"1,03 (SE 0,28 bei 4 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;9;B01-06;"0,91";"3,07";"1";"1 (SE 0,17 bei 9 Fragen mit R/W-Rate 0,56)";"";"";"";"";"";"";"";"";"1 (SE 0,17 bei 9 Fragen mit R/W-Rate 0,56)";"1,11 (SE 0,26 bei 5 Fragen mit R/W-Rate 0,6)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;10;B01-02;"1,34";"1,75";"0";"0,98 (SE 0,17 bei 10 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"0,98 (SE 0,17 bei 10 Fragen mit R/W-Rate 0,5)";"1,07 (SE 0,25 bei 6 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;11;C03-15;"0,54";"5,91";"1";"0,99 (SE 0,17 bei 11 Fragen mit R/W-Rate 0,55)";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 (SE 0,7 bei 1 Fragen mit R/W-Rate 1)";"";"";"1 (SE 0,7 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";""
P000178;enact;Sim/C/C03;TP+TI:;21,873402247131; >=4
P000178;12;C02-03;"0,91";"4,43";"1";"1,04 (SE 0,16 bei 12 Fragen mit R/W-Rate 0,58)";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,08 (SE 0,42 bei 2 Fragen mit R/W-Rate 1)";"";"1,07 (SE 0,48 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";""
P000178;enact;Sim/C/C02;TP+TI:;9,1170753418212; >=4
P000178;13;C03-12;"1,18";"3,13";"0";"1,01 (SE 0,15 bei 13 Fragen mit R/W-Rate 0,54)";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,12 (SE 0,37 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"0,85 (SE 0,41 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";""
P000178;14;C03-11;"0,63";"5,40";"1";"1,02 (SE 0,15 bei 14 Fragen mit R/W-Rate 0,57)";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,16 (SE 0,35 bei 4 Fragen mit R/W-Rate 0,75)";"";"";"0,98 (SE 0,36 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";""
P000178;15;C03-13;"1,01";"3,88";"1";"1,06 (SE 0,15 bei 15 Fragen mit R/W-Rate 0,6)";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,3 (SE 0,34 bei 5 Fragen mit R/W-Rate 0,8)";"";"";"1,2 (SE 0,36 bei 4 Fragen mit R/W-Rate 0,75)";"";"";"";"";"";"";""
P000178;16;B01-07;"0,82";"2,10";"1";"1,08 (SE 0,14 bei 16 Fragen mit R/W-Rate 0,63)";"";"";"";"";"";"";"";"";"1 (SE 0,17 bei 11 Fragen mit R/W-Rate 0,55)";"1,12 (SE 0,25 bei 7 Fragen mit R/W-Rate 0,57)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;drop;Sim/B/B01;se_scale:;0,24803479076703; <=0,25;delta (pp):0,047369433094172; <=0,1
P000178;17;C02-15;"0,75";"2,32";"1";"1,09 (SE 0,14 bei 17 Fragen mit R/W-Rate 0,65)";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,35 (SE 0,34 bei 6 Fragen mit R/W-Rate 0,83)";"";"1,44 (SE 0,66 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";""
P000178;18;C03-18;"0,72";"3,82";"1";"1,11 (SE 0,14 bei 18 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,39 (SE 0,33 bei 7 Fragen mit R/W-Rate 0,86)";"";"";"1,26 (SE 0,35 bei 5 Fragen mit R/W-Rate 0,8)";"";"";"";"";"";"";""
P000178;19;B02-05;"0,43";"5,03";"1";"1,11 (SE 0,14 bei 19 Fragen mit R/W-Rate 0,68)";"";"";"";"";"";"";"";"";"1,01 (SE 0,17 bei 12 Fragen mit R/W-Rate 0,58)";"";"1,02 (SE 0,92 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;20;B02-03;"0,86";"4,10";"0";"1,06 (SE 0,13 bei 20 Fragen mit R/W-Rate 0,65)";"";"";"";"";"";"";"";"";"0,95 (SE 0,16 bei 13 Fragen mit R/W-Rate 0,54)";"";"0,65 (SE 0,35 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;21;B02-15;"0,44";"4,01";"0";"0,99 (SE 0,13 bei 21 Fragen mit R/W-Rate 0,62)";"";"";"";"";"";"";"";"";"0,86 (SE 0,15 bei 14 Fragen mit R/W-Rate 0,5)";"";"0,43 (SE 0,28 bei 3 Fragen mit R/W-Rate 0,33)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;22;B02-14;"0,23";"4,80";"1";"1 (SE 0,13 bei 22 Fragen mit R/W-Rate 0,64)";"";"";"";"";"";"";"";"";"0,87 (SE 0,15 bei 15 Fragen mit R/W-Rate 0,53)";"";"0,51 (SE 0,25 bei 4 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;drop;Sim/B/B02;se_scale:;0,24650714262; <=0,25;delta (pp):0,080106373024805; <=0,1
P000178;23;C02-10;"0,65";"2,56";"1";"1,01 (SE 0,13 bei 23 Fragen mit R/W-Rate 0,65)";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,42 (SE 0,34 bei 8 Fragen mit R/W-Rate 0,88)";"";"1,52 (SE 0,65 bei 3 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";""
P000178;24;A02-03;"0,42";"4,44";"0";"0,94 (SE 0,12 bei 24 Fragen mit R/W-Rate 0,63)";"0,89 (SE 0,71 bei 1 Fragen mit R/W-Rate 0)";"";"0,89 (SE 0,71 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;enact;Sim/A/A02;TP+TI:;6,7186013719246; >=4
P000178;25;A02-13;"1,14";"4,83";"0";"0,93 (SE 0,12 bei 25 Fragen mit R/W-Rate 0,6)";"0,86 (SE 0,41 bei 2 Fragen mit R/W-Rate 0)";"";"0,86 (SE 0,41 bei 2 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;26;A04-05;"0,13";"2,47";"0";"0,9 (SE 0,12 bei 26 Fragen mit R/W-Rate 0,58)";"0,18 (SE 0,43 bei 3 Fragen mit R/W-Rate 0)";"";"";"";"0,87 (SE 1,17 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;enact;Sim/A/A04;TP+TI:;4,2514168761352; >=4
P000178;27;A04-17;"0,06";"5,75";"1";"0,9 (SE 0,12 bei 27 Fragen mit R/W-Rate 0,59)";"0,14 (SE 0,28 bei 4 Fragen mit R/W-Rate 0,25)";"";"";"";"0,25 (SE 0,36 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;28;A04-18;"-0,15";"5,26";"1";"0,9 (SE 0,12 bei 28 Fragen mit R/W-Rate 0,61)";"0,19 (SE 0,25 bei 5 Fragen mit R/W-Rate 0,4)";"";"";"";"0,31 (SE 0,34 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;drop;Sim/A;se_scale:;0,24895486200857; <=0,25;delta (pp):0,057563734682163; <=0,1
P000178;inhere;Sim/A/A01;pp:;-0,055811935571924;from:;Sim/A:;0,19314292643665
P000178;inhere;Sim/A/A03;pp:;-0,055811935571924;from:;Sim/A:;0,19314292643665
P000178;inhere;Sim/A/A05;pp:;-0,055811935571924;from:;Sim/A:;0,19314292643665
P000178;inhere;Sim/A/A06;pp:;-0,055811935571924;from:;Sim/A:;0,19314292643665
P000178;inhere;Sim/A/A07;pp:;-0,055811935571924;from:;Sim/A:;0,19314292643665
P000178;enact;Sim/A/A06;TP+TI:;6,0336034825917; >=4
P000178;enact;Sim/A/A07;TP+TI:;18,047196001518; >=4
P000178;29;A04-08;"0,14";"5,09";"0";"0,83 (SE 0,11 bei 29 Fragen mit R/W-Rate 0,59)";"0,07 (SE 0,2 bei 6 Fragen mit R/W-Rate 0,33)";"";"";"";"0,11 (SE 0,22 bei 4 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;30;A04-04;"-0,19";"2,72";"0";"0,8 (SE 0,11 bei 30 Fragen mit R/W-Rate 0,57)";"-0 (SE 0,2 bei 7 Fragen mit R/W-Rate 0,29)";"";"";"";"0,03 (SE 0,21 bei 5 Fragen mit R/W-Rate 0,4)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;drop;Sim/A/A04;se_scale:;0,20864685535208; <=0,25;delta (pp):0,083064784051482; <=0,1
P000178;31;A02-12;"-0,46";"4,90";"1";"0,8 (SE 0,11 bei 31 Fragen mit R/W-Rate 0,58)";"0,02 (SE 0,19 bei 8 Fragen mit R/W-Rate 0,38)";"";"-0,14 (SE 0,45 bei 3 Fragen mit R/W-Rate 0,33)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;32;A02-01;"-0,19";"3,01";"1";"0,8 (SE 0,11 bei 32 Fragen mit R/W-Rate 0,59)";"0,05 (SE 0,18 bei 9 Fragen mit R/W-Rate 0,44)";"";"0,14 (SE 0,39 bei 4 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;33;A02-14;"-0,57";"3,07";"1";"0,8 (SE 0,11 bei 33 Fragen mit R/W-Rate 0,61)";"0,06 (SE 0,18 bei 10 Fragen mit R/W-Rate 0,5)";"";"0,19 (SE 0,37 bei 5 Fragen mit R/W-Rate 0,6)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;34;A02-05;"-0,74";"2,95";"1";"0,8 (SE 0,11 bei 34 Fragen mit R/W-Rate 0,62)";"0,07 (SE 0,18 bei 11 Fragen mit R/W-Rate 0,55)";"";"0,21 (SE 0,36 bei 6 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;35;A07-00;"-0,35";"4,38";"1";"0,8 (SE 0,11 bei 35 Fragen mit R/W-Rate 0,63)";"0,09 (SE 0,18 bei 12 Fragen mit R/W-Rate 0,58)";"";"";"";"";"";"";"0,11 (SE 0,71 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;36;A07-12;"-0,12";"2,76";"1";"0,81 (SE 0,11 bei 36 Fragen mit R/W-Rate 0,64)";"0,12 (SE 0,17 bei 13 Fragen mit R/W-Rate 0,62)";"";"";"";"";"";"";"0,16 (SE 0,55 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;37;A07-18;"-0,31";"2,98";"1";"0,81 (SE 0,11 bei 37 Fragen mit R/W-Rate 0,65)";"0,14 (SE 0,17 bei 14 Fragen mit R/W-Rate 0,64)";"";"";"";"";"";"";"0,19 (SE 0,47 bei 3 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;38;A07-01;"-0,33";"2,55";"1";"0,81 (SE 0,11 bei 38 Fragen mit R/W-Rate 0,66)";"0,16 (SE 0,17 bei 15 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"0,22 (SE 0,44 bei 4 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;39;A07-16;"-0,41";"3,11";"1";"0,81 (SE 0,11 bei 39 Fragen mit R/W-Rate 0,67)";"0,17 (SE 0,17 bei 16 Fragen mit R/W-Rate 0,69)";"";"";"";"";"";"";"0,24 (SE 0,41 bei 5 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;40;A06-15;"-0,65";"5,56";"1";"0,81 (SE 0,11 bei 40 Fragen mit R/W-Rate 0,68)";"0,17 (SE 0,17 bei 17 Fragen mit R/W-Rate 0,71)";"";"";"";"";"";"0,17 (SE 1,78 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000178;41;A06-01;"-0,47";"1,72";"1";"0,81 (SE 0,11 bei 41 Fragen mit R/W-Rate 0,68)";"0,18 (SE 0,17 bei 18 Fragen mit R/W-Rate 0,72)";"";"";"";"";"";"0,2 (SE 1,11 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
