person;step;question;difficulty;discrimination;fraction;Sim;Sim/A;Sim/A/A01;Sim/A/A02;Sim/A/A03;Sim/A/A04;Sim/A/A05;Sim/A/A06;Sim/A/A07;Sim/B;Sim/B/B01;Sim/B/B02;Sim/B/B03;Sim/B/B04;Sim/C;Sim/C/C01;Sim/C/C02;Sim/C/C03;Sim/C/C04;Sim/C/C05;Sim/C/C06;Sim/C/C07;Sim/C/C08;Sim/C/C09;Sim/C/C10
P000202;drop;Sim;N_scale:;6; >=6
P000202;drop;Sim;se_scale:;0,23922825339064; <=0,35;delta (pp):0,021336832843114; <=0,1
P000202;inhere;Sim/C;pp:;-1,3688592558042;from:;Sim:;-1,3688592558042
P000202;end;keine Skala übrig
P000202;RESULT;;;;pp;-1,37;-1,37;"";-1,49;"";-1,31;"";-1,37;"";-1,37;-1,37;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;se;0,24;0,24;"";0,3;"";0,45;"";1,37;"";11,45;11,45;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;frac;0,5;0,6;"";0,67;"";1;"";0;"";0;0;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;N;6;5;"";3;"";1;"";1;"";1;1;"";"";"";"";"";"";"";"";"";"";"";"";"";""

P000203
P000203;1;B01-18;"0,05";"5,95";"1";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000203;2;B03-10;"0,68";"5,75";"1";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"1,31 (SE 1,1 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000203;3;B03-06;"1,34";"5,94";"1";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 1)";"";"";"1,9 (SE 0,91 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000203;4;B02-12;"2,06";"5,24";"0";"1,69 (SE 0,39 bei 4 Fragen mit R/W-Rate 0,75)";"";"";"";"";"";"";"";"";"1,69 (SE 0,39 bei 4 Fragen mit R/W-Rate 0,75)";"";"1,62 (SE 0,66 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000203;5;B02-09;"2,00";"2,74";"1";"1,92 (SE 0,33 bei 5 Fragen mit R/W-Rate 0,8)";"";"";"";"";"";"";"";"";"1,92 (SE 0,33 bei 5 Fragen mit R/W-Rate 0,8)";"";"1,9 (SE 0,36 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000203;6;B02-07;"2,61";"4,31";"0";"1,9 (SE 0,32 bei 6 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"1,9 (SE 0,32 bei 6 Fragen mit R/W-Rate 0,67)";"";"1,87 (SE 0,35 bei 3 Fragen mit R/W-Rate 0,33)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000203;drop;Sim;N_scale:;6; >=6
P000203;drop;Sim;se_scale:;0,32227987152374; <=0,35;delta (pp):0,021623788752492; <=0,1
P000203;inhere;Sim/A;pp:;1,8992666831648;from:;Sim:;1,8992666831648
P000203;inhere;Sim/C;pp:;1,8992666831648;from:;Sim:;1,8992666831648
P000203;end;keine Skala übrig
P000203;RESULT;;;;pp;1,9;"";"";"";"";"";"";"";"";1,9;1,9;1,87;1,92;"";"";"";"";"";"";"";"";"";"";"";""
;;;;;se;0,32;"";"";"";"";"";"";"";"";0,32;41,19;0,35;0,96;"";"";"";"";"";"";"";"";"";"";"";""
;;;;;frac;0,67;"";"";"";"";"";"";"";"";0,67;1;0,33;1;"";"";"";"";"";"";"";"";"";"";"";""
;;;;;N;6;"";"";"";"";"";"";"";"";6;1;3;2;"";"";"";"";"";"";"";"";"";"";"";""

P000204
P000204;1;B01-18;"0,05";"5,95";"0";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000204;2;A06-15;"-0,65";"5,56";"0";"-1,3 (SE 1,11 bei 2 Fragen mit R/W-Rate 0)";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000204;3;A02-02;"-1,28";"5,61";"0";"-1,86 (SE 0,93 bei 3 Fragen mit R/W-Rate 0)";"-1,86 (SE 0,93 bei 2 Fragen mit R/W-Rate 0)";"";"-1,86 (SE 0,93 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000204;4;A02-19;"-1,80";"5,87";"1";"-1,54 (SE 0,31 bei 4 Fragen mit R/W-Rate 0,25)";"-1,54 (SE 0,31 bei 3 Fragen mit R/W-Rate 0,33)";"";"-1,54 (SE 0,32 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000204;5;A04-10;"-1,56";"5,70";"1";"-1,39 (SE 0,24 bei 5 Fragen mit R/W-Rate 0,4)";"-1,39 (SE 0,24 bei 4 Fragen mit R/W-Rate 0,5)";"";"";"";"-1,32 (SE 0,44 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000204;6;A02-10;"-2,01";"3,31";"1";"-1,37 (SE 0,24 bei 6 Fragen mit R/W-Rate 0,5)";"-1,37 (SE 0,24 bei 5 Fragen mit R/W-Rate 0,6)";"";"-1,49 (SE 0,3 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000204;drop;Sim;N_scale:;6; >=6
P000204;drop;Sim;se_scale:;0,23922825339064; <=0,35;delta (pp):0,021336832843114; <=0,1
P000204;inhere;Sim/C;pp:;-1,3688592558042;from:;Sim:;-1,3688592558042
P000204;end;keine Skala übrig
P000204;RESULT;;;;pp;-1,37;-1,37;"";-1,49;"";-1,31;"";-1,37;"";-1,37;-1,37;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;se;0,24;0,24;"";0,3;"";0,45;"";1,37;"";11,45;11,45;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;frac;0,5;0,6;"";0,67;"";1;"";0;"";0;0;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;N;6;5;"";3;"";1;"";1;"";1;1;"";"";"";"";"";"";"";"";"";"";"";"";"";""

P000205
P000205;1;B01-18;"0,05";"5,95";"0";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000205;2;A06-15;"-0,65";"5,56";"0";"-1,3 (SE 1,11 bei 2 Fragen mit R/W-Rate 0)";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000205;3;A02-02;"-1,28";"5,61";"0";"-1,86 (SE 0,93 bei 3 Fragen mit R/W-Rate 0)";"-1,86 (SE 0,93 bei 2 Fragen mit R/W-Rate 0)";"";"-1,86 (SE 0,93 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000205;4;A02-19;"-1,80";"5,87";"0";"-2,33 (SE 0,82 bei 4 Fragen mit R/W-Rate 0)";"-2,33 (SE 0,82 bei 3 Fragen mit R/W-Rate 0)";"";"-2,33 (SE 0,82 bei 2 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000205;5;A02-17;"-2,54";"4,98";"1";"-2,16 (SE 0,4 bei 5 Fragen mit R/W-Rate 0,2)";"-2,16 (SE 0,4 bei 4 Fragen mit R/W-Rate 0,25)";"";"-2,16 (SE 0,4 bei 3 Fragen mit R/W-Rate 0,33)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000205;6;A05-11;"-2,53";"4,81";"0";"-2,53 (SE 0,28 bei 6 Fragen mit R/W-Rate 0,17)";"-2,53 (SE 0,28 bei 5 Fragen mit R/W-Rate 0,2)";"";"";"";"";"-2,67 (SE 0,44 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000205;drop;Sim;N_scale:;6; >=6
P000205;inhere;Sim/C;pp:;-2,5349690460899;from:;Sim:;-2,5349690460899
P000205;end;keine Skala übrig
P000205;RESULT;;;;pp;-2,53;-2,53;"";-2,16;"";"";-2,67;-2,53;"";-2,53;-2,53;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;se;0,28;0,28;"";0,4;"";"";0,44;33,94;"";367,56;367,56;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;frac;0,17;0,2;"";0,33;"";"";0;0;"";0;0;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;N;6;5;"";3;"";"";1;1;"";1;1;"";"";"";"";"";"";"";"";"";"";"";"";"";""

P000206
P000206;1;B01-18;"0,05";"5,95";"1";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000206;2;B03-10;"0,68";"5,75";"1";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"1,31 (SE 1,1 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000206;3;B03-06;"1,34";"5,94";"1";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 1)";"";"";"1,9 (SE 0,91 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000206;4;B02-12;"2,06";"5,24";"1";"2,6 (SE 0,83 bei 4 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"2,6 (SE 0,83 bei 4 Fragen mit R/W-Rate 1)";"";"2,6 (SE 0,83 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000206;5;B04-03;"2,80";"5,89";"0";"2,44 (SE 0,4 bei 5 Fragen mit R/W-Rate 0,8)";"";"";"";"";"";"";"";"";"2,44 (SE 0,4 bei 5 Fragen mit R/W-Rate 0,8)";"";"";"";"2,37 (SE 0,65 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";""
P000206;6;B04-04;"2,83";"4,40";"0";"2,36 (SE 0,35 bei 6 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"2,36 (SE 0,35 bei 6 Fragen mit R/W-Rate 0,67)";"";"";"";"2,28 (SE 0,58 bei 2 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";""
P000206;drop;Sim;N_scale:;6; >=6
P000206;drop;Sim;se_scale:;0,34970742617266; <=0,35;delta (pp):0,079843730199804; <=0,1
P000206;inhere;Sim/A;pp:;2,3613261715858;from:;Sim:;2,3613261715858
P000206;inhere;Sim/C;pp:;2,3613261715858;from:;Sim:;2,3613261715858
P000206;end;keine Skala übrig
P000206;RESULT;;;;pp;2,36;"";"";"";"";"";"";"";"";2,36;2,36;2,44;2,36;2,28;"";"";"";"";"";"";"";"";"";"";""
;;;;;se;0,35;"";"";"";"";"";"";"";"";0,35;162,85;0,59;3,48;0,58;"";"";"";"";"";"";"";"";"";"";""
;;;;;frac;0,67;"";"";"";"";"";"";"";"";0,67;1;1;1;0;"";"";"";"";"";"";"";"";"";"";""
;;;;;N;6;"";"";"";"";"";"";"";"";6;1;1;2;2;"";"";"";"";"";"";"";"";"";"";""

P000207
P000207;1;B01-18;"0,05";"5,95";"1";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000207;2;B03-10;"0,68";"5,75";"1";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"1,31 (SE 1,1 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000207;3;B03-06;"1,34";"5,94";"1";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 1)";"";"";"1,9 (SE 0,91 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000207;4;B02-12;"2,06";"5,24";"1";"2,6 (SE 0,83 bei 4 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"2,6 (SE 0,83 bei 4 Fragen mit R/W-Rate 1)";"";"2,6 (SE 0,83 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000207;5;B04-03;"2,80";"5,89";"0";"2,44 (SE 0,4 bei 5 Fragen mit R/W-Rate 0,8)";"";"";"";"";"";"";"";"";"2,44 (SE 0,4 bei 5 Fragen mit R/W-Rate 0,8)";"";"";"";"2,37 (SE 0,65 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";""
P000207;6;B04-04;"2,83";"4,40";"0";"2,36 (SE 0,35 bei 6 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"2,36 (SE 0,35 bei 6 Fragen mit R/W-Rate 0,67)";"";"";"";"2,28 (SE 0,58 bei 2 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";""
P000207;drop;Sim;N_scale:;6; >=6
P000207;drop;Sim;se_scale:;0,34970742617266; <=0,35;delta (pp):0,079843730199804; <=0,1
P000207;inhere;Sim/A;pp:;2,3613261715858;from:;Sim:;2,3613261715858
P000207;inhere;Sim/C;pp:;2,3613261715858;from:;Sim:;2,3613261715858
P000207;end;keine Skala übrig
P000207;RESULT;;;;pp;2,36;"";"";"";"";"";"";"";"";2,36;2,36;2,44;2,36;2,28;"";"";"";"";"";"";"";"";"";"";""
;;;;;se;0,35;"";"";"";"";"";"";"";"";0,35;162,85;0,59;3,48;0,58;"";"";"";"";"";"";"";"";"";"";""
;;;;;frac;0,67;"";"";"";"";"";"";"";"";0,67;1;1;1;0;"";"";"";"";"";"";"";"";"";"";""
;;;;;N;6;"";"";"";"";"";"";"";"";6;1;1;2;2;"";"";"";"";"";"";"";"";"";"";""

P000208
P000208;1;B01-18;"0,05";"5,95";"0";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000208;2;A06-15;"-0,65";"5,56";"0";"-1,3 (SE 1,11 bei 2 Fragen mit R/W-Rate 0)";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000208;3;A02-02;"-1,28";"5,61";"0";"-1,86 (SE 0,93 bei 3 Fragen mit R/W-Rate 0)";"-1,86 (SE 0,93 bei 2 Fragen mit R/W-Rate 0)";"";"-1,86 (SE 0,93 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000208;4;A02-19;"-1,80";"5,87";"0";"-2,33 (SE 0,82 bei 4 Fragen mit R/W-Rate 0)";"-2,33 (SE 0,82 bei 3 Fragen mit R/W-Rate 0)";"";"-2,33 (SE 0,82 bei 2 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000208;5;A02-17;"-2,54";"4,98";"0";"-3,06 (SE 0,78 bei 5 Fragen mit R/W-Rate 0)";"-3,06 (SE 0,78 bei 4 Fragen mit R/W-Rate 0)";"";"-3,06 (SE 0,78 bei 3 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000208;6;A01-12;"-3,62";"3,70";"1";"-3,04 (SE 0,57 bei 6 Fragen mit R/W-Rate 0,17)";"-3,04 (SE 0,57 bei 5 Fragen mit R/W-Rate 0,2)";"-2,95 (SE 1,02 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000208;drop;Sim;N_scale:;6; >=6
P000208;inhere;Sim/C;pp:;-3,0394173132085;from:;Sim:;-3,0394173132085
P000208;end;keine Skala übrig
P000208;RESULT;;;;pp;-3,04;-3,04;-2,95;-3,12;"";"";"";-3,04;"";-3,04;-3,04;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;se;0,57;0,57;1,02;0,9;"";"";"";137,96;"";1648,51;1648,51;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;frac;0,17;0,2;1;0;"";"";"";0;"";0;0;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;N;6;5;1;3;"";"";"";1;"";1;1;"";"";"";"";"";"";"";"";"";"";"";"";"";""

P000209
P000209;1;B01-18;"0,05";"5,95";"0";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000209;2;A06-15;"-0,65";"5,56";"0";"-1,3 (SE 1,11 bei 2 Fragen mit R/W-Rate 0)";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000209;3;A02-02;"-1,28";"5,61";"1";"-0,97 (SE 0,36 bei 3 Fragen mit R/W-Rate 0,33)";"-0,97 (SE 0,36 bei 2 Fragen mit R/W-Rate 0,5)";"";"-0,89 (SE 0,59 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000209;4;A04-00;"-1,10";"6,00";"1";"-0,84 (SE 0,27 bei 4 Fragen mit R/W-Rate 0,5)";"-0,84 (SE 0,27 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"";"-0,78 (SE 0,5 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000209;5;A06-05;"-0,90";"5,95";"0";"-0,99 (SE 0,2 bei 5 Fragen mit R/W-Rate 0,4)";"-0,99 (SE 0,2 bei 4 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"-1,07 (SE 0,33 bei 2 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000209;6;A04-15;"-1,08";"5,75";"1";"-0,92 (SE 0,18 bei 6 Fragen mit R/W-Rate 0,5)";"-0,92 (SE 0,18 bei 5 Fragen mit R/W-Rate 0,6)";"";"";"";"-0,85 (SE 0,31 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000209;drop;Sim;N_scale:;6; >=6
P000209;drop;Sim;se_scale:;0,18150623474183; <=0,35;delta (pp):0,068440673146655; <=0,1
P000209;inhere;Sim/C;pp:;-0,92043334350174;from:;Sim:;-0,92043334350174
P000209;end;keine Skala übrig
P000209;RESULT;;;;pp;-0,92;-0,92;"";-0,9;"";-0,85;"";-1,01;"";-0,92;-0,92;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;se;0,18;0,18;"";0,58;"";0,31;"";0,3;"";3,03;3,03;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;frac;0,5;0,6;"";1;"";1;"";0;"";0;0;"";"";"";"";"";"";"";"";"";"";"";"";"";""
;;;;;N;6;5;"";1;"";2;"";2;"";1;1;"";"";"";"";"";"";"";"";"";"";"";"";"";""

P000210
P000210;1;B01-18;"0,05";"5,95";"1";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000210;2;B03-10;"0,68";"5,75";"1";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"1,31 (SE 1,1 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000210;3;B03-06;"1,34";"5,94";"0";"1,01 (SE 0,36 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"1,01 (SE 0,36 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"1,01 (SE 0,36 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";""
P000210;4;B01-04;"1,05";"5,22";"0";"0,85 (SE 0,27 bei 4 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"0,85 (SE 0,27 bei 4 Fragen mit R/W-Rate 0,5)";"0,53 (SE 0,54 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000210;5;B03-04;"0,97";"5,47";"1";"1,02 (SE 0,21 bei 5 Fragen mit R/W-Rate 0,6)";"";"";"";"";"";"";"";"";"1,02 (SE 0,21 bei 5 Fragen mit R/W-Rate 0,6)";"";"";"1,18 (SE 0,26 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"";"";"";""
P000210;6;B03-11;"1,23";"4,47";"1";"1,14 (SE 0,2 bei 6 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"1,14 (SE 0,2 bei 6 Fragen mit R/W-Rate 0,67)";"";"";"1,31 (SE 0,24 bei 4 Fragen mit R/W-Rate 0,75)";"";"";"";"";"";"";"";"";"";"";"";""
P000210;drop;Sim;N_scale:;6; >=6
P000210;inhere;Sim/A;pp:;1,1406546884144;from:;Sim:;1,1406546884144
P000210;inhere;Sim/C;pp:;1,1406546884144;from:;Sim:;1,1406546884144
P000210;end;keine Skala übrig
P000210;RESULT;;;;pp;1,14;"";"";"";"";"";"";"";"";1,14;0,53;"";1,31;"";"";"";"";"";"";"";"";"";"";"";""
;;;;;se;0,2;"";"";"";"";"";"";"";"";0,2;0,54;"";0,24;"";"";"";"";"";"";"";"";"";"";"";""
;;;;;frac;0,67;"";"";"";"";"";"";"";"";0,67;0,5;"";0,75;"";"";"";"";"";"";"";"";"";"";"";""
;;;;;N;6;"";"";"";"";"";"";"";"";6;2;"";4;"";"";"";"";"";"";"";"";"";"";"";""

P000211
P000211;1;B01-18;"0,05";"5,95";"1";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000211;2;B03-10;"0,68";"5,75";"1";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,32 (SE 1,1 bei 2 Fragen mit R/W-Rate 1)";"";"";"1,31 (SE 1,1 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000211;3;B03-06;"1,34";"5,94";"1";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"1,9 (SE 0,91 bei 3 Fragen mit R/W-Rate 1)";"";"";"1,9 (SE 0,91 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";""
P000211;4;B02-12;"2,06";"5,24";"1";"2,6 (SE 0,83 bei 4 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"2,6 (SE 0,83 bei 4 Fragen mit R/W-Rate 1)";"";"2,6 (SE 0,83 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000211;5;B04-03;"2,80";"5,89";"1";"3,26 (SE 0,7 bei 5 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"3,26 (SE 0,7 bei 5 Fragen mit R/W-Rate 1)";"";"";"";"3,26 (SE 0,7 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";""
P000211;6;C10-00;"3,33";"5,95";"1";"3,77 (SE 0,65 bei 6 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,76 (SE 0,65 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"3,76 (SE 0,65 bei 1 Fragen mit R/W-Rate 1)"
P000211;drop;Sim;N_scale:;6; >=6
P000211;inhere;Sim/A;pp:;3,7697845728167;from:;Sim:;3,7697845728167
P000211;end;keine Skala übrig
P000211;RESULT;;;;pp;3,77;"";"";"";"";"";"";"";"";3,26;0,76;2,6;1,9;3,26;3,76;"";"";"";"";"";"";"";"";"";3,76
;;;;;se;0,65;"";"";"";"";"";"";"";"";0,7;1,42;0,83;0,91;0,7;0,65;"";"";"";"";"";"";"";"";"";0,65
;;;;;frac;1;"";"";"";"";"";"";"";"";1;1;1;1;1;1;"";"";"";"";"";"";"";"";"";1
;;;;;N;6;"";"";"";"";"";"";"";"";5;1;1;2;1;1;"";"";"";"";"";"";"";"";"";1

P000212
P000212;1;B01-18;"0,05";"5,95";"1";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"0,76 (SE 1,42 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
