person;step;question;difficulty;discrimination;fraction;Sim;Sim/A;Sim/A/A01;Sim/A/A02;Sim/A/A03;Sim/A/A04;Sim/A/A05;Sim/A/A06;Sim/A/A07;Sim/B;Sim/B/B01;Sim/B/B02;Sim/B/B03;Sim/B/B04;Sim/C;Sim/C/C01;Sim/C/C02;Sim/C/C03;Sim/C/C04;Sim/C/C05;Sim/C/C06;Sim/C/C07;Sim/C/C08;Sim/C/C09;Sim/C/C10
P000266;63;B01-14;"-0,52";"0,44";"1";"-0,26 (SE 0,09 bei 63 Fragen mit R/W-Rate 0,54)";"";"";"";"";"";"";"";"";"-0,95 (SE 0,25 bei 18 Fragen mit R/W-Rate 0,22)";"-1,23 (SE 0,3 bei 10 Fragen mit R/W-Rate 0,3)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000266;drop;Sim/B/B01;N_scale:;10; >=10
P000266;64;B02-16;"0,26";"3,85";"0";"-0,26 (SE 0,08 bei 64 Fragen mit R/W-Rate 0,53)";"";"";"";"";"";"";"";"";"-0,96 (SE 0,25 bei 19 Fragen mit R/W-Rate 0,21)";"";"-0,54 (SE 0,26 bei 9 Fragen mit R/W-Rate 0,11)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000266;65;B02-05;"0,43";"5,03";"0";"-0,26 (SE 0,08 bei 65 Fragen mit R/W-Rate 0,52)";"";"";"";"";"";"";"";"";"-0,96 (SE 0,25 bei 20 Fragen mit R/W-Rate 0,2)";"";"-0,55 (SE 0,25 bei 10 Fragen mit R/W-Rate 0,1)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000266;drop;Sim/B/B02;N_scale:;10; >=10
P000266;end;keine Skala übrig
P000266;RESULT;;;;pp;-0,26;-0,18;"";-0,44;"";0,2;"";-0,17;-0,47;-0,96;-1,23;-0,55;"";"";0,17;-0,37;0,02;0,67;"";"";"";"";"";"";""
;;;;;se;0,08;0,15;"";0,25;"";0,24;"";0,36;0,22;0,25;0,3;0,25;"";"";0,18;0,22;0,25;0,21;"";"";"";"";"";"";""
;;;;;frac;0,52;0,72;"";0,63;"";0,75;"";0,8;0,67;0,2;0,3;0,1;"";"";0,6;0,5;0,6;0,67;"";"";"";"";"";"";""
;;;;;N;65;25;"";8;"";4;"";10;3;20;10;10;"";"";20;4;10;6;"";"";"";"";"";"";""

P000267
P000267;1;B01-18;"0,05";"5,95";"0";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;enact;Sim/B;TP+TI:;19,24131066956; >=4
P000267;enact;Sim/B/B01;TP+TI:;14,962830553207; >=4
P000267;2;A06-15;"-0,65";"5,56";"0";"-1,3 (SE 1,11 bei 2 Fragen mit R/W-Rate 0)";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;enact;Sim/A;TP+TI:;45,77988269938; >=4
P000267;enact;Sim/A/A06;TP+TI:;25,271182814417; >=4
P000267;3;A02-02;"-1,28";"5,61";"0";"-1,86 (SE 0,93 bei 3 Fragen mit R/W-Rate 0)";"-1,86 (SE 0,93 bei 2 Fragen mit R/W-Rate 0)";"";"-1,86 (SE 0,93 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;enact;Sim/A/A02;TP+TI:;24,396912097774; >=4
P000267;4;A02-19;"-1,80";"5,87";"1";"-1,54 (SE 0,31 bei 4 Fragen mit R/W-Rate 0,25)";"-1,54 (SE 0,31 bei 3 Fragen mit R/W-Rate 0,33)";"";"-1,54 (SE 0,32 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;5;A04-10;"-1,56";"5,70";"0";"-1,71 (SE 0,24 bei 5 Fragen mit R/W-Rate 0,2)";"-1,71 (SE 0,24 bei 4 Fragen mit R/W-Rate 0,25)";"";"";"";"-1,78 (SE 0,42 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;enact;Sim/A/A04;TP+TI:;9,2112191301455; >=4
P000267;6;A02-08;"-2,01";"5,63";"1";"-1,67 (SE 0,22 bei 6 Fragen mit R/W-Rate 0,33)";"-1,67 (SE 0,22 bei 5 Fragen mit R/W-Rate 0,4)";"";"-1,51 (SE 0,29 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;drop;Sim;se_scale:;0,21640987787079; <=0,25;delta (pp):0,040971188179819; <=0,1
P000267;inhere;Sim/C;pp:;-1,6690491572301;from:;Sim:;-1,6690491572301
P000267;drop;Sim/A;se_scale:;0,21641660339753; <=0,25;delta (pp):0,040971519695035; <=0,1
P000267;inhere;Sim/A/A01;pp:;-1,6690390886344;from:;Sim/A:;-1,6690390886344
P000267;inhere;Sim/A/A03;pp:;-1,6690390886344;from:;Sim/A:;-1,6690390886344
P000267;inhere;Sim/A/A05;pp:;-1,6690390886344;from:;Sim/A:;-1,6690390886344
P000267;inhere;Sim/A/A07;pp:;-1,6690390886344;from:;Sim/A:;-1,6690390886344
P000267;enact;Sim/A/A05;TP+TI:;8,9313875867243; >=4
P000267;enact;Sim/C;TP+TI:;7,0174214166877; >=4
P000267;7;A02-07;"-1,12";"4,93";"0";"-1,68 (SE 0,21 bei 7 Fragen mit R/W-Rate 0,29)";"-1,68 (SE 0,21 bei 6 Fragen mit R/W-Rate 0,33)";"";"-1,55 (SE 0,26 bei 4 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;8;A02-10;"-2,01";"3,31";"1";"-1,65 (SE 0,2 bei 8 Fragen mit R/W-Rate 0,38)";"-1,65 (SE 0,2 bei 7 Fragen mit R/W-Rate 0,43)";"";"-1,52 (SE 0,25 bei 5 Fragen mit R/W-Rate 0,6)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;9;A02-00;"-0,99";"3,39";"0";"-1,66 (SE 0,2 bei 9 Fragen mit R/W-Rate 0,33)";"-1,66 (SE 0,2 bei 8 Fragen mit R/W-Rate 0,38)";"";"-1,54 (SE 0,24 bei 6 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;drop;Sim/A/A02;se_scale:;0,24131949343351; <=0,25;delta (pp):0,028507448848828; <=0,1
P000267;10;A05-04;"-2,10";"5,98";"1";"-1,65 (SE 0,19 bei 10 Fragen mit R/W-Rate 0,4)";"-1,65 (SE 0,19 bei 9 Fragen mit R/W-Rate 0,44)";"";"";"";"";"-1,63 (SE 0,71 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;11;A05-16;"-2,20";"4,35";"1";"-1,63 (SE 0,19 bei 11 Fragen mit R/W-Rate 0,45)";"-1,63 (SE 0,19 bei 10 Fragen mit R/W-Rate 0,5)";"";"";"";"";"-1,61 (SE 0,58 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;12;A05-12;"-2,13";"2,09";"1";"-1,62 (SE 0,18 bei 12 Fragen mit R/W-Rate 0,5)";"-1,62 (SE 0,18 bei 11 Fragen mit R/W-Rate 0,55)";"";"";"";"";"-1,58 (SE 0,54 bei 3 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;13;A06-02;"-1,10";"4,59";"1";"-1,48 (SE 0,18 bei 13 Fragen mit R/W-Rate 0,54)";"-1,48 (SE 0,18 bei 12 Fragen mit R/W-Rate 0,58)";"";"";"";"";"";"-0,88 (SE 0,33 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;14;A06-05;"-0,90";"5,95";"0";"-1,49 (SE 0,18 bei 14 Fragen mit R/W-Rate 0,5)";"-1,49 (SE 0,18 bei 13 Fragen mit R/W-Rate 0,54)";"";"";"";"";"";"-1,07 (SE 0,26 bei 3 Fragen mit R/W-Rate 0,33)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;15;A06-18;"-0,97";"5,16";"0";"-1,5 (SE 0,17 bei 15 Fragen mit R/W-Rate 0,47)";"-1,5 (SE 0,17 bei 14 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"-1,17 (SE 0,24 bei 4 Fragen mit R/W-Rate 0,25)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;16;A06-13;"-0,94";"5,48";"0";"-1,5 (SE 0,17 bei 16 Fragen mit R/W-Rate 0,44)";"-1,5 (SE 0,17 bei 15 Fragen mit R/W-Rate 0,47)";"";"";"";"";"";"-1,23 (SE 0,23 bei 5 Fragen mit R/W-Rate 0,2)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;drop;Sim/A/A06;se_scale:;0,23288726407729; <=0,25;delta (pp):0,060189528275404; <=0,1
P000267;17;A04-00;"-1,10";"6,00";"0";"-1,52 (SE 0,17 bei 17 Fragen mit R/W-Rate 0,41)";"-1,52 (SE 0,17 bei 16 Fragen mit R/W-Rate 0,44)";"";"";"";"-1,59 (SE 0,32 bei 2 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;18;B01-12;"-1,17";"4,04";"1";"-1,44 (SE 0,15 bei 18 Fragen mit R/W-Rate 0,44)";"";"";"";"";"";"";"";"";"-0,48 (SE 0,66 bei 2 Fragen mit R/W-Rate 0,5)";"-0,48 (SE 0,66 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;19;B02-00;"-0,35";"5,94";"0";"-1,44 (SE 0,15 bei 19 Fragen mit R/W-Rate 0,42)";"";"";"";"";"";"";"";"";"-0,74 (SE 0,43 bei 3 Fragen mit R/W-Rate 0,33)";"";"-0,81 (SE 0,7 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;enact;Sim/B/B02;TP+TI:;5,980361544799; >=4
P000267;20;B01-17;"-0,39";"4,83";"0";"-1,44 (SE 0,15 bei 20 Fragen mit R/W-Rate 0,4)";"";"";"";"";"";"";"";"";"-0,84 (SE 0,38 bei 4 Fragen mit R/W-Rate 0,25)";"-0,78 (SE 0,44 bei 3 Fragen mit R/W-Rate 0,33)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;21;B01-13;"-1,34";"3,24";"0";"-1,47 (SE 0,15 bei 21 Fragen mit R/W-Rate 0,38)";"";"";"";"";"";"";"";"";"-1,2 (SE 0,37 bei 5 Fragen mit R/W-Rate 0,2)";"-1,19 (SE 0,38 bei 4 Fragen mit R/W-Rate 0,25)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;22;B01-05;"-1,11";"2,03";"0";"-1,48 (SE 0,15 bei 22 Fragen mit R/W-Rate 0,36)";"";"";"";"";"";"";"";"";"-1,31 (SE 0,36 bei 6 Fragen mit R/W-Rate 0,17)";"-1,31 (SE 0,36 bei 5 Fragen mit R/W-Rate 0,2)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;23;B01-08;"-0,76";"2,34";"1";"-1,44 (SE 0,15 bei 23 Fragen mit R/W-Rate 0,39)";"";"";"";"";"";"";"";"";"-1,11 (SE 0,32 bei 7 Fragen mit R/W-Rate 0,29)";"-1,11 (SE 0,33 bei 6 Fragen mit R/W-Rate 0,33)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;24;A04-15;"-1,08";"5,75";"0";"-1,45 (SE 0,14 bei 24 Fragen mit R/W-Rate 0,38)";"-1,53 (SE 0,16 bei 17 Fragen mit R/W-Rate 0,41)";"";"";"";"-1,61 (SE 0,3 bei 3 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;25;B01-15;"-0,71";"2,47";"1";"-1,41 (SE 0,14 bei 25 Fragen mit R/W-Rate 0,4)";"";"";"";"";"";"";"";"";"-0,95 (SE 0,3 bei 8 Fragen mit R/W-Rate 0,38)";"-0,93 (SE 0,31 bei 7 Fragen mit R/W-Rate 0,43)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;26;B02-02;"-0,24";"4,30";"0";"-1,41 (SE 0,14 bei 26 Fragen mit R/W-Rate 0,38)";"";"";"";"";"";"";"";"";"-0,97 (SE 0,29 bei 9 Fragen mit R/W-Rate 0,33)";"";"-0,99 (SE 0,84 bei 2 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;27;B01-10;"-0,70";"2,10";"0";"-1,42 (SE 0,14 bei 27 Fragen mit R/W-Rate 0,37)";"";"";"";"";"";"";"";"";"-1,03 (SE 0,28 bei 10 Fragen mit R/W-Rate 0,3)";"-1 (SE 0,3 bei 8 Fragen mit R/W-Rate 0,38)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;drop;Sim/B;N_scale:;10; >=10
P000267;inhere;Sim/B/B03;pp:;-1,0252369037897;from:;Sim/B:;-1,0252369037897
P000267;inhere;Sim/B/B04;pp:;-1,0252369037897;from:;Sim/B:;-1,0252369037897
P000267;28;C01-19;"-1,25";"3,36";"1";"-1,38 (SE 0,13 bei 28 Fragen mit R/W-Rate 0,39)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-1,35 (SE 0,6 bei 1 Fragen mit R/W-Rate 1)";"-1,35 (SE 0,6 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";""
P000267;enact;Sim/C/C01;TP+TI:;14,266505185357; >=4
P000267;29;C01-05;"-0,96";"5,35";"0";"-1,39 (SE 0,13 bei 29 Fragen mit R/W-Rate 0,38)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-1,15 (SE 0,35 bei 2 Fragen mit R/W-Rate 0,5)";"-1,15 (SE 0,35 bei 2 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";""
P000267;30;C01-10;"-0,85";"4,89";"1";"-1,32 (SE 0,12 bei 30 Fragen mit R/W-Rate 0,4)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,87 (SE 0,26 bei 3 Fragen mit R/W-Rate 0,67)";"-0,87 (SE 0,26 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";"";""
P000267;31;C01-13;"-0,70";"5,20";"0";"-1,32 (SE 0,12 bei 31 Fragen mit R/W-Rate 0,39)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,95 (SE 0,23 bei 4 Fragen mit R/W-Rate 0,5)";"-0,95 (SE 0,23 bei 4 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";"";""
P000267;drop;Sim/C;se_scale:;0,22586777161535; <=0,25;delta (pp):0,075803727108354; <=0,1
P000267;inhere;Sim/C/C02;pp:;-0,94645769259203;from:;Sim/C:;-0,94645769259203
P000267;inhere;Sim/C/C03;pp:;-0,94645769259203;from:;Sim/C:;-0,94645769259203
P000267;inhere;Sim/C/C04;pp:;-0,94645769259203;from:;Sim/C:;-0,94645769259203
P000267;inhere;Sim/C/C05;pp:;-0,94645769259203;from:;Sim/C:;-0,94645769259203
P000267;inhere;Sim/C/C06;pp:;-0,94645769259203;from:;Sim/C:;-0,94645769259203
P000267;inhere;Sim/C/C07;pp:;-0,94645769259203;from:;Sim/C:;-0,94645769259203
P000267;inhere;Sim/C/C08;pp:;-0,94645769259203;from:;Sim/C:;-0,94645769259203
P000267;inhere;Sim/C/C09;pp:;-0,94645769259203;from:;Sim/C:;-0,94645769259203
P000267;inhere;Sim/C/C10;pp:;-0,94645769259203;from:;Sim/C:;-0,94645769259203
P000267;drop;Sim/C/C01;se_scale:;0,22586777161535; <=0,25;delta (pp):0,075803727108354; <=0,1
P000267;enact;Sim/C/C02;TP+TI:;15,905743119444; >=4
P000267;enact;Sim/C/C03;TP+TI:;4,8718036795977; >=4
P000267;32;C02-16;"-0,78";"5,03";"1";"-1,26 (SE 0,11 bei 32 Fragen mit R/W-Rate 0,41)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,81 (SE 0,2 bei 5 Fragen mit R/W-Rate 0,6)";"";"-0,73 (SE 0,4 bei 1 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";""
P000267;33;C02-01;"-0,64";"5,46";"1";"-1,19 (SE 0,11 bei 33 Fragen mit R/W-Rate 0,42)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,69 (SE 0,18 bei 6 Fragen mit R/W-Rate 0,67)";"";"-0,57 (SE 0,29 bei 2 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";""
P000267;34;C02-18;"-0,26";"5,84";"0";"-1,19 (SE 0,11 bei 34 Fragen mit R/W-Rate 0,41)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,7 (SE 0,17 bei 7 Fragen mit R/W-Rate 0,57)";"";"-0,4 (SE 0,26 bei 3 Fragen mit R/W-Rate 0,67)";"";"";"";"";"";"";"";""
P000267;35;C02-19;"-0,17";"3,55";"0";"-1,19 (SE 0,11 bei 35 Fragen mit R/W-Rate 0,4)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,72 (SE 0,17 bei 8 Fragen mit R/W-Rate 0,5)";"";"-0,46 (SE 0,24 bei 4 Fragen mit R/W-Rate 0,5)";"";"";"";"";"";"";"";""
P000267;drop;Sim/C/C02;se_scale:;0,23547083372461; <=0,25;delta (pp):0,060964469855929; <=0,1
P000267;36;C03-06;"-0,57";"4,74";"0";"-1,2 (SE 0,11 bei 36 Fragen mit R/W-Rate 0,39)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,75 (SE 0,16 bei 9 Fragen mit R/W-Rate 0,44)";"";"";"-0,79 (SE 0,48 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";""
P000267;37;C03-08;"-0,88";"1,70";"0";"-1,2 (SE 0,11 bei 37 Fragen mit R/W-Rate 0,38)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,78 (SE 0,16 bei 10 Fragen mit R/W-Rate 0,4)";"";"";"-0,83 (SE 0,46 bei 2 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";""
P000267;38;A04-09;"-1,02";"4,75";"0";"-1,22 (SE 0,11 bei 38 Fragen mit R/W-Rate 0,37)";"-1,54 (SE 0,16 bei 18 Fragen mit R/W-Rate 0,39)";"";"";"";"-1,62 (SE 0,29 bei 4 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;39;A05-17;"-2,12";"1,27";"1";"-1,22 (SE 0,11 bei 39 Fragen mit R/W-Rate 0,38)";"-1,53 (SE 0,16 bei 19 Fragen mit R/W-Rate 0,42)";"";"";"";"";"-1,5 (SE 0,6 bei 4 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;40;A05-13;"-2,39";"2,94";"1";"-1,22 (SE 0,1 bei 40 Fragen mit R/W-Rate 0,4)";"-1,52 (SE 0,16 bei 20 Fragen mit R/W-Rate 0,45)";"";"";"";"";"-1,49 (SE 0,55 bei 5 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;41;B02-10;"-0,09";"1,27";"0";"-1,22 (SE 0,1 bei 41 Fragen mit R/W-Rate 0,39)";"";"";"";"";"";"";"";"";"-1,05 (SE 0,28 bei 11 Fragen mit R/W-Rate 0,27)";"";"-1,08 (SE 0,92 bei 3 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;deact;Sim/A/A05;TP+TI:;2,420393338974; <4
P000267;42;B02-17;"-0,03";"3,20";"0";"-1,22 (SE 0,1 bei 42 Fragen mit R/W-Rate 0,38)";"";"";"";"";"";"";"";"";"-1,06 (SE 0,28 bei 12 Fragen mit R/W-Rate 0,25)";"";"-1,1 (SE 0,84 bei 4 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;43;C03-03;"0,05";"2,67";"0";"-1,22 (SE 0,1 bei 43 Fragen mit R/W-Rate 0,37)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,78 (SE 0,16 bei 11 Fragen mit R/W-Rate 0,36)";"";"";"-0,84 (SE 0,44 bei 3 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";""
P000267;44;A04-13;"-1,07";"1,82";"0";"-1,23 (SE 0,11 bei 44 Fragen mit R/W-Rate 0,36)";"-1,54 (SE 0,16 bei 21 Fragen mit R/W-Rate 0,43)";"";"";"";"-1,8 (SE 0,37 bei 5 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;enact;Sim/A/A05;TP+TI:;5,3373486127718; >=4
P000267;45;A05-05;"-2,46";"2,67";"1";"-1,23 (SE 0,1 bei 45 Fragen mit R/W-Rate 0,38)";"-1,53 (SE 0,15 bei 22 Fragen mit R/W-Rate 0,45)";"";"";"";"";"-1,49 (SE 0,51 bei 6 Fragen mit R/W-Rate 1)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;46;C03-04;"0,12";"0,99";"0";"-1,23 (SE 0,1 bei 46 Fragen mit R/W-Rate 0,37)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,79 (SE 0,16 bei 12 Fragen mit R/W-Rate 0,33)";"";"";"-1,29 (SE 0,77 bei 4 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";""
P000267;deact;Sim/A/A05;TP+TI:;2,4815567865315; <4
P000267;47;B02-18;"0,04";"4,54";"0";"-1,23 (SE 0,1 bei 47 Fragen mit R/W-Rate 0,36)";"";"";"";"";"";"";"";"";"-1,06 (SE 0,28 bei 13 Fragen mit R/W-Rate 0,23)";"";"-1,1 (SE 0,81 bei 5 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;deact;Sim/B/B02;TP+TI:;1,8411748455538; <4
P000267;48;C03-19;"0,12";"0,54";"0";"-1,23 (SE 0,11 bei 48 Fragen mit R/W-Rate 0,35)";"";"";"";"";"";"";"";"";"";"";"";"";"";"-0,8 (SE 0,16 bei 13 Fragen mit R/W-Rate 0,31)";"";"";"-1,89 (SE 1,27 bei 5 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";""
P000267;deact;Sim/C/C03;TP+TI:;0,69738250490671; <4
P000267;49;A04-12;"-0,95";"5,35";"1";"-1,19 (SE 0,1 bei 49 Fragen mit R/W-Rate 0,37)";"-1,42 (SE 0,14 bei 23 Fragen mit R/W-Rate 0,48)";"";"";"";"-1,51 (SE 0,25 bei 6 Fragen mit R/W-Rate 0,17)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;50;B01-19;"-0,27";"4,09";"0";"-1,19 (SE 0,1 bei 50 Fragen mit R/W-Rate 0,36)";"";"";"";"";"";"";"";"";"-1,07 (SE 0,27 bei 14 Fragen mit R/W-Rate 0,21)";"-1,02 (SE 0,29 bei 9 Fragen mit R/W-Rate 0,33)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;51;A04-03;"-0,96";"1,06";"0";"-1,19 (SE 0,1 bei 51 Fragen mit R/W-Rate 0,35)";"-1,43 (SE 0,14 bei 24 Fragen mit R/W-Rate 0,46)";"";"";"";"-1,54 (SE 0,25 bei 7 Fragen mit R/W-Rate 0,14)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;drop;Sim/A/A04;se_scale:;0,24861767393943; <=0,25;delta (pp):0,022893528858064; <=0,1
P000267;52;B01-14;"-0,52";"0,44";"0";"-1,19 (SE 0,1 bei 52 Fragen mit R/W-Rate 0,35)";"";"";"";"";"";"";"";"";"-1,09 (SE 0,27 bei 15 Fragen mit R/W-Rate 0,2)";"-1,04 (SE 0,29 bei 10 Fragen mit R/W-Rate 0,3)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000267;drop;Sim/B/B01;N_scale:;10; >=10
P000267;end;keine Skala übrig
P000267;RESULT;;;;pp;-1,19;-1,43;"";-1,54;"";-1,54;-1,19;-1,23;"";-1,09;-1,04;-1,12;"";"";-0,8;-0,95;-0,46;-1,89;"";"";"";"";"";"";""
;;;;;se;0,1;0,14;"";0,24;"";0,25;0,79;0,23;"";0,27;0,29;0,84;"";"";0,16;0,23;0,24;1,27;"";"";"";"";"";"";""
;;;;;frac;0,35;0,46;"";0,5;"";0,14;1;0,2;"";0,2;0,3;0;"";"";0,31;0,5;0,5;0;"";"";"";"";"";"";""
;;;;;N;52;24;"";6;"";7;6;5;"";15;10;5;"";"";13;4;4;5;"";"";"";"";"";"";""

P000268
P000268;1;B01-18;"0,05";"5,95";"0";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"-0,67 (SE 1,47 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000268;enact;Sim/B;TP+TI:;19,24131066956; >=4
P000268;enact;Sim/B/B01;TP+TI:;14,962830553207; >=4
P000268;2;A06-15;"-0,65";"5,56";"0";"-1,3 (SE 1,11 bei 2 Fragen mit R/W-Rate 0)";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"-1,3 (SE 1,11 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000268;enact;Sim/A;TP+TI:;45,77988269938; >=4
P000268;enact;Sim/A/A06;TP+TI:;25,271182814417; >=4
P000268;3;A02-02;"-1,28";"5,61";"0";"-1,86 (SE 0,93 bei 3 Fragen mit R/W-Rate 0)";"-1,86 (SE 0,93 bei 2 Fragen mit R/W-Rate 0)";"";"-1,86 (SE 0,93 bei 1 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000268;enact;Sim/A/A02;TP+TI:;24,396912097774; >=4
P000268;4;A02-19;"-1,80";"5,87";"0";"-2,33 (SE 0,82 bei 4 Fragen mit R/W-Rate 0)";"-2,33 (SE 0,82 bei 3 Fragen mit R/W-Rate 0)";"";"-2,33 (SE 0,82 bei 2 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
P000268;5;A02-17;"-2,54";"4,98";"0";"-3,06 (SE 0,78 bei 5 Fragen mit R/W-Rate 0)";"-3,06 (SE 0,78 bei 4 Fragen mit R/W-Rate 0)";"";"-3,06 (SE 0,78 bei 3 Fragen mit R/W-Rate 0)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
