componentid,componentname,contextid,status,qtype,model,difficulty,discrimination,guessing,label,catscalename,parentscalenames
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.62,0.73,0.00,SIMV2-B03-12,SimB03,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.78,0.36,0.00,SIMV2-B03-13,SimB03,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.11,0.42,0.00,SIMV2-B03-14,SimB03,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.2,0.41,0.00,SIMV2-B03-15,SimB03,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.74,1.06,0.00,SIMV2-B03-16,SimB03,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.8,0.96,0.00,SIMV2-B04-00,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.03,1.63,0.00,SIMV2-B04-01,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.11,0.73,0.00,SIMV2-B04-02,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.13,1.75,0.00,SIMV2-B04-03,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.9,0.85,0.00,SIMV2-B04-04,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.25,0.8,0.00,SIMV2-B04-05,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.39,0.78,0.00,SIMV2-B04-06,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.79,1.1,0.00,SIMV2-B04-07,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.51,1.73,0.00,SIMV2-B04-08,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.37,1.5,0.00,SIMV2-B04-09,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.64,1.83,0.00,SIMV2-B04-10,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.94,0.98,0.00,SIMV2-B04-11,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.11,0.74,0.00,SIMV2-B04-12,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.06,1.13,0.00,SIMV2-B04-13,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.4,1.01,0.00,SIMV2-B04-14,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.91,1.67,0.00,SIMV2-B04-15,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.8,0.62,0.00,SIMV2-B04-16,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.7,0.49,0.00,SIMV2-B04-17,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.36,1.83,0.00,SIMV2-B04-18,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.28,0.73,0.00,SIMV2-B04-19,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.16,1.97,0.00,SIMV2-B04-20,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.68,0.24,0.00,SIMV2-B04-21,SimB04,SimV2|SimB
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.38,1.19,0.00,SIMV2-C01-00,SimC01,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.38,0.75,0.00,SIMV2-C01-01,SimC01,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.58,0.86,0.00,SIMV2-C01-02,SimC01,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.37,1.52,0.00,SIMV2-C01-03,SimC01,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.77,1.27,0.00,SIMV2-C01-04,SimC01,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-1.42,1.82,0.00,SIMV2-C01-05,SimC01,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.72,1.71,0.00,SIMV2-C01-06,SimC01,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-1.02,1.1,0.00,SIMV2-C01-07,SimC01,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.57,1.58,0.00,SIMV2-C01-08,SimC01,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.61,1.6,0.00,SIMV2-C01-09,SimC01,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.75,1.26,0.00,SIMV2-C02-00,SimC02,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.42,0.23,0.00,SIMV2-C02-01,SimC02,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.91,0.83,0.00,SIMV2-C02-02,SimC02,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.06,0.57,0.00,SIMV2-C02-03,SimC02,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.18,1.42,0.00,SIMV2-C02-04,SimC02,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.32,1.09,0.00,SIMV2-C02-05,SimC02,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.38,1.4,0.00,SIMV2-C02-06,SimC02,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.52,0.45,0.00,SIMV2-C02-07,SimC02,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.17,0.35,0.00,SIMV2-C02-08,SimC02,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.16,0.4,0.00,SIMV2-C02-09,SimC02,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.21,1.99,0.00,SIMV2-C02-10,SimC02,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.23,1.23,0.00,SIMV2-C03-00,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.24,0.35,0.00,SIMV2-C03-01,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.19,1.18,0.00,SIMV2-C03-02,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.26,1.39,0.00,SIMV2-C03-03,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.02,0.96,0.00,SIMV2-C03-04,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.41,0.82,0.00,SIMV2-C03-05,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.73,0.57,0.00,SIMV2-C03-06,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.33,1.54,0.00,SIMV2-C03-07,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.37,1.79,0.00,SIMV2-C03-08,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.42,0.3,0.00,SIMV2-C03-09,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.45,0.84,0.00,SIMV2-C03-10,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.82,0.81,0.00,SIMV2-C03-11,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.89,1.83,0.00,SIMV2-C03-12,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.07,0.45,0.00,SIMV2-C03-13,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.19,1.19,0.00,SIMV2-C03-14,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.32,1.22,0.00,SIMV2-C03-15,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.53,1.94,0.00,SIMV2-C03-16,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.52,0.74,0.00,SIMV2-C03-17,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.59,1.34,0.00,SIMV2-C03-18,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.1,0.43,0.00,SIMV2-C03-19,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.61,0.37,0.00,SIMV2-C03-20,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.13,1.49,0.00,SIMV2-C03-21,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.29,1.3,0.00,SIMV2-C03-22,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.36,0.93,0.00,SIMV2-C03-23,SimC03,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.25,1.7,0.00,SIMV2-C04-00,SimC04,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.31,0.83,0.00,SIMV2-C04-01,SimC04,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.47,0.89,0.00,SIMV2-C04-02,SimC04,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.38,1.36,0.00,SIMV2-C04-03,SimC04,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.75,1.99,0.00,SIMV2-C04-04,SimC04,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.42,1.03,0.00,SIMV2-C04-05,SimC04,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.25,1.58,0.00,SIMV2-C04-06,SimC04,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.05,0.96,0.00,SIMV2-C04-07,SimC04,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.59,1.7,0.00,SIMV2-C05-00,SimC05,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.44,0.74,0.00,SIMV2-C05-01,SimC05,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.6,1.23,0.00,SIMV2-C05-02,SimC05,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.41,0.63,0.00,SIMV2-C05-03,SimC05,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.15,1.04,0.00,SIMV2-C05-04,SimC05,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.77,1.28,0.00,SIMV2-C05-05,SimC05,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.72,0.61,0.00,SIMV2-C05-06,SimC05,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.03,1.44,0.00,SIMV2-C06-00,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.22,1.74,0.00,SIMV2-C06-01,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.18,1.56,0.00,SIMV2-C06-02,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.66,1.68,0.00,SIMV2-C06-03,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.92,1.36,0.00,SIMV2-C06-04,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.31,1.05,0.00,SIMV2-C06-05,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.85,1.82,0.00,SIMV2-C06-06,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.35,0.3,0.00,SIMV2-C06-07,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.27,1.29,0.00,SIMV2-C06-08,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.06,1.57,0.00,SIMV2-C06-09,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.13,1.5,0.00,SIMV2-C06-10,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.73,0.25,0.00,SIMV2-C06-11,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.34,1.1,0.00,SIMV2-C06-12,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.84,0.47,0.00,SIMV2-C06-13,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.86,1.09,0.00,SIMV2-C06-14,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.97,0.79,0.00,SIMV2-C06-15,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.64,0.71,0.00,SIMV2-C06-16,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.93,0.83,0.00,SIMV2-C06-17,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.36,1.74,0.00,SIMV2-C06-18,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.18,1.85,0.00,SIMV2-C06-19,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.84,1.49,0.00,SIMV2-C06-20,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.05,0.58,0.00,SIMV2-C06-21,SimC06,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,1.9,1.95,0.00,SIMV2-C07-00,SimC07,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.07,1.33,0.00,SIMV2-C07-01,SimC07,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.06,1.87,0.00,SIMV2-C07-02,SimC07,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.44,1.36,0.00,SIMV2-C07-03,SimC07,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.9,0.75,0.00,SIMV2-C07-04,SimC07,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.65,1.92,0.00,SIMV2-C07-05,SimC07,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.37,0.23,0.00,SIMV2-C07-06,SimC07,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.2,0.61,0.00,SIMV2-C07-07,SimC07,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.92,1.71,0.00,SIMV2-C07-08,SimC07,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.06,1.61,0.00,SIMV2-C08-00,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.83,1.7,0.00,SIMV2-C08-01,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.16,0.71,0.00,SIMV2-C08-02,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.13,1.82,0.00,SIMV2-C08-03,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.11,0.56,0.00,SIMV2-C08-04,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.62,1.64,0.00,SIMV2-C08-05,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.66,1.53,0.00,SIMV2-C08-06,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.55,1.37,0.00,SIMV2-C08-07,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.43,0.69,0.00,SIMV2-C08-08,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.19,1.59,0.00,SIMV2-C08-09,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.85,0.5,0.00,SIMV2-C08-10,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.99,1.92,0.00,SIMV2-C08-11,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.15,1.72,0.00,SIMV2-C08-12,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.11,0.76,0.00,SIMV2-C08-13,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.78,0.52,0.00,SIMV2-C08-14,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.89,1.16,0.00,SIMV2-C08-15,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.98,1.86,0.00,SIMV2-C08-16,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.91,1.12,0.00,SIMV2-C08-17,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.11,1.84,0.00,SIMV2-C08-18,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.82,1.36,0.00,SIMV2-C08-19,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.92,1.69,0.00,SIMV2-C08-20,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.91,1.22,0.00,SIMV2-C08-21,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.01,1.25,0.00,SIMV2-C08-22,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.92,0.86,0.00,SIMV2-C08-23,SimC08,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.72,0.77,0.00,SIMV2-C09-00,SimC09,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.02,0.88,0.00,SIMV2-C09-01,SimC09,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.31,0.69,0.00,SIMV2-C09-02,SimC09,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.05,0.35,0.00,SIMV2-C09-03,SimC09,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.86,0.91,0.00,SIMV2-C09-04,SimC09,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.17,1.21,0.00,SIMV2-C09-05,SimC09,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.94,1.28,0.00,SIMV2-C09-06,SimC09,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.94,1.88,0.00,SIMV2-C09-07,SimC09,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.93,1.8,0.00,SIMV2-C09-08,SimC09,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.99,1.49,0.00,SIMV2-C09-09,SimC09,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.24,0.44,0.00,SIMV2-C09-10,SimC09,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.83,0.27,0.00,SIMV2-C09-11,SimC09,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.96,1.42,0.00,SIMV2-C09-12,SimC09,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.13,1.73,0.00,SIMV2-C09-13,SimC09,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.87,1.64,0.00,SIMV2-C09-14,SimC09,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.03,1.13,0.00,SIMV2-C09-15,SimC09,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.03,0.7,0.00,SIMV2-C09-16,SimC09,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.3,0.53,0.00,SIMV2-C10-00,SimC10,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,4.27,1.84,0.00,SIMV2-C10-01,SimC10,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.81,0.77,0.00,SIMV2-C10-02,SimC10,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,4.35,0.51,0.00,SIMV2-C10-03,SimC10,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.6,0.51,0.00,SIMV2-C10-04,SimC10,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,4.82,1.98,0.00,SIMV2-C10-05,SimC10,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.02,0.72,0.00,SIMV2-C10-06,SimC10,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,4.32,0.56,0.00,SIMV2-C10-07,SimC10,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.28,1.24,0.00,SIMV2-C10-08,SimC10,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.19,1.31,0.00,SIMV2-C10-09,SimC10,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.39,0.48,0.00,SIMV2-C10-10,SimC10,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,3.46,0.83,0.00,SIMV2-C10-11,SimC10,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.34,0.54,0.00,SIMV2-C10-12,SimC10,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.72,0.7,0.00,SIMV2-C10-13,SimC10,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.64,1.03,0.00,SIMV2-C10-14,SimC10,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,2.77,0.72,0.00,SIMV2-C10-15,SimC10,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,4.75,1.58,0.00,SIMV2-C10-16,SimC10,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,4.02,1.72,0.00,SIMV2-C10-17,SimC10,SimV2|SimC
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.31,0.83,0.00,SIMV2-D01-00,SimD01,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.67,0.59,0.00,SIMV2-D01-01,SimD01,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.32,0.26,0.00,SIMV2-D01-02,SimD01,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.38,1.12,0.00,SIMV2-D01-03,SimD01,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.47,0.53,0.00,SIMV2-D01-04,SimD01,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.23,1.85,0.00,SIMV2-D01-05,SimD01,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.19,0.31,0.00,SIMV2-D01-06,SimD01,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.36,0.97,0.00,SIMV2-D01-07,SimD01,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.42,0.71,0.00,SIMV2-D01-08,SimD01,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.18,1.46,0.00,SIMV2-D01-09,SimD01,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.51,1.04,0.00,SIMV2-D01-10,SimD01,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.65,1.08,0.00,SIMV2-D01-11,SimD01,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.1,1.9,0.00,SIMV2-D01-12,SimD01,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.28,1.67,0.00,SIMV2-D01-13,SimD01,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.79,0.94,0.00,SIMV2-D02-00,SimD02,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.89,0.66,0.00,SIMV2-D02-01,SimD02,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.04,0.42,0.00,SIMV2-D02-02,SimD02,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.69,1.18,0.00,SIMV2-D02-03,SimD02,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.14,1.16,0.00,SIMV2-D02-04,SimD02,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.31,0.85,0.00,SIMV2-D02-05,SimD02,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.83,1.97,0.00,SIMV2-D02-06,SimD02,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.83,1.01,0.00,SIMV2-D02-07,SimD02,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.06,1.72,0.00,SIMV2-D02-08,SimD02,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.66,1.07,0.00,SIMV2-D02-09,SimD02,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.66,1.84,0.00,SIMV2-D02-10,SimD02,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.57,0.26,0.00,SIMV2-D03-00,SimD03,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,-0.02,1.15,0.00,SIMV2-D03-01,SimD03,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.88,1.51,0.00,SIMV2-D03-02,SimD03,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.53,1.72,0.00,SIMV2-D03-03,SimD03,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.22,1.89,0.00,SIMV2-D03-04,SimD03,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.39,0.64,0.00,SIMV2-D03-05,SimD03,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.39,1.95,0.00,SIMV2-D03-06,SimD03,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.46,1.75,0.00,SIMV2-D03-07,SimD03,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.51,0.76,0.00,SIMV2-D03-08,SimD03,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.3,0.26,0.00,SIMV2-D03-09,SimD03,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.09,1.34,0.00,SIMV2-D03-10,SimD03,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.5,0.5,0.00,SIMV2-D03-11,SimD03,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.53,1.67,0.00,SIMV2-D03-12,SimD03,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.49,1.02,0.00,SIMV2-D03-13,SimD03,SimV2|SimD
0,question,1,4,Multiple-Choice,raschbirnbaumb,0.73,1.41,0.00,SIMV2-D03-14,SimD03,SimV2|SimD
